2;0.11203;1.78523
4;0.1554;5.14801
8;0.215548;11.1344
16;0.293478;21.8074
32;0.0372418;42.9624
64;0.0469737;81.7479
128;0.0536526;167
256;0.0663029;308.886
512;0.00792876;581.175
1024;0.0100206;1021.9
2048;0.0129693;1737.03
4096;0.0189697;2591.08
8192;0.00291308;3655.78
16384;0.00459819;4988.4
32768;0.00749536;6557.65
65536;0.0161723;6483.78
131072;0.00296461;7516.07
262144;0.00836764;5639.1
524288;0.0203009;4906.9
1.04858e+06;0.0513553;4083.62
2.09715e+06;0.0996602;4419.04
4.1943e+06;0.344299;2680.08
8.38861e+06;0.66837;2886.69
1.67772e+07;1.41544;2844.73
3.35544e+07;2.6713;3140.27
6.71089e+07;6.34221;2751.14
