2;0.0745192;2.68387
4;0.150452;5.31732
8;0.224117;10.7087
16;0.312586;20.4744
32;0.0384532;41.6091
64;0.047376;81.0537
128;0.054172;165.399
256;0.0701766;291.835
512;0.00843829;546.082
1024;0.0115937;883.239
2048;0.0156818;1436.57
4096;0.0248764;1975.85
8192;0.00449761;2367.83
16384;0.00936092;2450.36
32768;0.0176856;2779.21
65536;0.0394134;2660.46
131072;0.00756071;2947.11
262144;0.0174772;2699.85
524288;0.0336571;2959.69
1.04858e+06;0.127588;1643.7
2.09715e+06;0.28083;1568.22
4.1943e+06;0.615418;1499.38
8.38861e+06;1.20521;1600.87
1.67772e+07;2.75222;1463.01
3.35544e+07;5.45639;1537.39
6.71089e+07;10.0255;1740.39
