2;0.127438;1.56939
4;0.237784;3.36439
8;0.369528;6.49477
16;0.50714;12.6198
32;0.0636274;25.1464
64;0.0771642;49.764
128;0.0929035;96.4442
256;0.115049;178.011
512;0.0149558;308.107
1024;0.0202036;506.84
2048;0.0282319;797.962
4096;0.0475047;1034.68
8192;0.00821983;1295.6
16384;0.0168923;1357.87
32768;0.033161;1482.22
65536;0.0725291;1445.73
131072;0.0150444;1481.09
262144;0.0331799;1422.12
524288;0.056666;1757.93
1.04858e+06;0.1192;1759.35
2.09715e+06;0.238762;1844.52
4.1943e+06;0.544725;1693.97
8.38861e+06;1.06984;1803.43
1.67772e+07;2.58785;1555.94
3.35544e+07;3.76454;2228.32
6.71089e+07;11.6959;1491.84
