2;0.115826;1.72673
4;0.248893;3.21423
8;0.371092;6.4674
16;0.54691;11.7021
32;0.0737672;21.6898
64;0.087528;43.8717
128;0.107503;83.3462
256;0.124255;164.822
512;0.0157847;291.928
1024;0.0205289;498.81
2048;0.0293757;766.892
4096;0.0500682;981.7
8192;0.00866896;1228.47
16384;0.0195442;1173.63
32768;0.0377131;1303.31
65536;0.0778349;1347.18
131072;0.0178466;1248.54
262144;0.0363447;1298.29
524288;0.081408;1223.65
1.04858e+06;0.151818;1381.36
2.09715e+06;0.322977;1363.57
4.1943e+06;0.907517;1016.78
8.38861e+06;0.831745;2319.68
1.67772e+07;2.24768;1791.41
3.35544e+07;5.19813;1613.78
6.71089e+07;13.6329;1279.87
