2;0.111452;1.7945
4;0.15613;5.12394
8;0.21925;10.9464
16;0.298671;21.4283
32;0.040208;39.7931
64;0.0459872;83.5014
128;0.0551209;162.552
256;0.0655355;312.502
512;0.00822818;560.027
1024;0.0103222;992.041
2048;0.0138737;1623.79
4096;0.0214034;2296.46
8192;0.00302616;3519.18
16384;0.00596704;3844.05
32768;0.0103263;4759.88
65536;0.0221799;4727.59
131072;0.00423755;5258.28
262144;0.00871177;5416.34
524288;0.017733;5617.47
1.04858e+06;0.0521375;4022.35
2.09715e+06;0.176041;2501.71
4.1943e+06;0.355825;2593.26
8.38861e+06;0.817382;2360.44
1.67772e+07;1.59926;2517.75
3.35544e+07;3.54338;2367.4
6.71089e+07;6.54456;2666.08
