2;0.139248;1.43629
4;0.161556;4.95186
8;0.225123;10.6608
16;0.316473;20.2229
32;0.03651;43.8236
64;0.045086;85.1705
128;0.0556046;161.138
256;0.0677949;302.088
512;0.00781568;589.584
1024;0.0221174;462.984
2048;0.010748;2096.02
4096;0.0177737;2765.43
8192;0.00268307;3969.19
16384;0.00493052;4652.17
32768;0.00869594;5652.29
65536;0.0195246;5370.54
131072;0.00359666;6195.25
262144;0.00762719;6186.54
524288;0.103906;958.701
1.04858e+06;0.0643829;3257.31
2.09715e+06;0.145716;3022.33
4.1943e+06;1.07784;856.107
8.38861e+06;0.746081;2586.02
1.67772e+07;1.78496;2255.81
3.35544e+07;2.38512;3517.06
6.71089e+07;6.48175;2691.91
