2;0.0870888;2.29651
4;0.14468;5.52944
8;0.205071;11.7033
16;0.275976;23.1904
32;0.0340748;46.9556
64;0.042178;91.0427
128;0.050569;177.184
256;0.0634595;322.726
512;0.00789114;583.946
1024;0.0100428;1019.64
2048;0.0141854;1588.11
4096;0.0218708;2247.38
8192;0.00363671;2928.36
16384;0.0071674;3200.27
32768;0.0141797;3466.37
65536;0.0316165;3316.55
131072;0.00569154;3914.98
262144;0.0148705;3173.12
524288;0.0303813;3278.81
1.04858e+06;0.0612713;3422.73
2.09715e+06;0.119159;3695.9
4.1943e+06;0.357256;2582.87
8.38861e+06;0.620075;3111.53
1.67772e+07;1.31872;3053.37
3.35544e+07;2.56827;3266.25
6.71089e+07;5.39374;3234.92
