2;0.0699385;2.85966
4;0.145813;5.48647
8;0.225755;10.631
16;0.313063;20.4432
32;0.0412717;38.7675
64;0.0495212;77.5425
128;0.0638097;140.418
256;0.0805015;254.405
512;0.0109405;421.186
1024;0.0163922;624.689
2048;0.0244427;921.664
4096;0.0468834;1048.39
8192;0.00838562;1269.98
16384;0.0179798;1275.75
32768;0.034397;1428.96
65536;0.075977;1380.12
131072;0.0149984;1485.64
262144;0.0344339;1370.33
524288;0.0664968;1498.04
1.04858e+06;0.149785;1400.11
2.09715e+06;0.359768;1224.13
4.1943e+06;1.18348;779.69
8.38861e+06;1.52142;1268.14
1.67772e+07;2.89409;1391.29
3.35544e+07;6.68343;1255.14
6.71089e+07;13.8916;1256.03
