2;0.168467;1.18717
4;0.0806884;9.91468
8;0.112638;21.3073
16;0.145118;44.102
32;0.0187066;85.5311
64;0.0511393;75.089
128;0.0632585;141.641
256;0.144883;141.356
512;0.00397926;1158
1024;0.00552903;1852.04
2048;0.00780728;2885.51
4096;0.014614;3363.36
8192;0.00282981;3763.36
16384;0.00556012;4125.38
32768;0.0106253;4625.94
65536;0.023323;4495.89
131072;0.00496712;4485.94
262144;0.011043;4272.94
524288;0.0211967;4699.55
1.04858e+06;0.0568514;3688.83
2.09715e+06;0.334025;1318.47
4.1943e+06;0.396983;2324.4
8.38861e+06;0.661955;2914.67
1.67772e+07;1.87641;2145.87
3.35544e+07;4.28353;1958.34
6.71089e+07;8.79418;1984.07
