2;0.105695;1.89224
4;0.14643;5.46337
8;0.206288;11.6342
16;0.269126;23.7807
32;0.0340046;47.0525
64;0.0414968;92.5372
128;0.0505788;177.149
256;0.0661305;309.691
512;0.00811967;567.511
1024;0.0106666;960.006
2048;0.0132101;1705.36
4096;0.0211525;2323.7
8192;0.00310333;3431.67
16384;0.00592737;3869.78
32768;0.0114958;4275.66
65536;0.0229149;4575.95
131072;0.00442271;5038.14
262144;0.0120396;3919.22
524288;0.02638;3776.14
1.04858e+06;0.0588717;3562.24
2.09715e+06;0.130389;3377.6
4.1943e+06;0.278707;3310.81
8.38861e+06;0.695579;2773.77
1.67772e+07;1.75609;2292.9
3.35544e+07;3.16536;2650.13
6.71089e+07;5.7028;3059.6
