2;0.108967;1.83541
4;0.158776;5.03856
8;0.21066;11.3927
16;0.279992;22.8578
32;0.0349352;45.7991
64;0.0429037;89.5027
128;0.049723;180.198
256;0.0661353;309.668
512;0.00817822;563.448
1024;0.00965253;1060.86
2048;0.0137782;1635.05
4096;0.0220247;2231.67
8192;0.00354538;3003.8
16384;0.00708159;3239.05
32768;0.0137146;3583.93
65536;0.0297153;3528.74
131072;0.00547224;4071.87
262144;0.0152958;3084.9
524288;0.0261415;3810.6
1.04858e+06;0.0645779;3247.48
2.09715e+06;0.183405;2401.25
4.1943e+06;0.36948;2497.42
8.38861e+06;0.866943;2225.5
1.67772e+07;1.82695;2203.96
3.35544e+07;4.14782;2022.41
6.71089e+07;7.78861;2240.23
