2;0.0776038;2.57719
4;0.13806;5.79458
8;0.210381;11.4079
16;0.311305;20.5586
32;0.0345493;46.3106
64;0.0593192;64.7345
128;0.0868774;103.134
256;0.102864;199.097
512;0.0133927;344.069
1024;0.0153485;667.167
2048;0.042831;525.974
4096;0.0813266;604.378
8192;0.00871537;1221.93
16384;0.0158788;1444.55
32768;0.0352419;1394.7
65536;0.0709914;1477.05
131072;0.0153037;1456
262144;0.0314389;1500.88
524288;0.0738948;1348.06
1.04858e+06;0.162269;1292.39
2.09715e+06;0.175775;2505.48
4.1943e+06;0.270754;3408.06
8.38861e+06;0.431428;4472.08
1.67772e+07;1.07781;3735.83
3.35544e+07;2.33848;3587.21
6.71089e+07;5.39058;3236.81
