2;0.097724;2.04658
4;0.149535;5.34992
8;0.221638;10.8285
16;0.312332;20.491
32;0.0394045;40.6045
64;0.0515891;74.4344
128;0.0586831;152.685
256;0.0707033;289.661
512;0.00830499;554.847
1024;0.0104859;976.552
2048;0.0135402;1663.78
4096;0.0233319;2106.64
8192;0.00313081;3401.55
16384;0.00570527;4020.42
32768;0.00996795;4931.01
65536;0.0220326;4759.2
131072;0.00406168;5485.97
262144;0.0103092;4577.06
524288;0.020451;4870.89
1.04858e+06;0.0427002;4911.34
2.09715e+06;0.0865024;5091.21
4.1943e+06;0.24619;3748.1
8.38861e+06;0.565979;3408.92
1.67772e+07;1.07258;3754.05
3.35544e+07;2.12084;3955.32
6.71089e+07;4.53298;3849.19
