2;0.072169;2.77127
4;0.121776;6.56942
8;0.166706;14.3966
16;0.233846;27.3685
32;0.0286514;55.8438
64;0.0351868;109.132
128;0.0432735;207.055
256;0.0518595;394.913
512;0.00635488;725.113
1024;0.00884784;1157.34
2048;0.0115664;1947.71
4096;0.0205592;2390.76
8192;0.00344911;3087.64
16384;0.0067213;3412.67
32768;0.01354;3630.14
65536;0.0292464;3585.32
131072;0.00557275;3998.43
262144;0.0141787;3327.96
524288;0.0292905;3400.92
1.04858e+06;0.0585655;3580.87
2.09715e+06;0.116188;3790.43
4.1943e+06;0.351994;2621.48
8.38861e+06;0.606509;3181.12
1.67772e+07;1.35211;2977.95
3.35544e+07;2.49372;3363.89
6.71089e+07;5.19254;3360.26
