2;0.133645;1.4965
4;0.217316;3.68127
8;0.331984;7.22927
16;0.445956;14.3512
32;0.0549933;29.0945
64;0.0686051;55.9725
128;0.085058;105.34
256;0.0937346;218.489
512;0.0106568;432.4
1024;0.0128432;797.309
2048;0.0164782;1367.14
4096;0.0238573;2060.25
8192;0.00329692;3230.17
16384;0.00566392;4049.77
32768;0.0094802;5184.7
65536;0.0192927;5435.09
131072;0.00351845;6332.97
262144;0.00939904;5020.29
524288;0.0158017;6304.05
1.04858e+06;0.0356357;5884.97
2.09715e+06;0.081074;5432.1
4.1943e+06;0.21054;4382.76
8.38861e+06;0.451104;4277.02
1.67772e+07;1.02263;3937.42
3.35544e+07;1.90414;4405.45
6.71089e+07;4.25711;4098.63
