2;0.0698531;2.86315
4;0.107407;7.4483
8;0.154006;15.5838
16;0.211116;30.3151
32;0.0261447;61.1979
64;0.0352547;108.922
128;0.0465518;192.474
256;0.0534971;382.824
512;0.00693633;664.328
1024;0.00922982;1109.45
2048;0.013976;1611.9
4096;0.0258115;1904.27
8192;0.00418275;2546.08
16384;0.00964732;2377.61
32768;0.0198795;2472.5
65536;0.0412985;2539.02
131072;0.00803874;2771.86
262144;0.0209615;2251.08
524288;0.0425435;2341.48
1.04858e+06;0.0756869;2770.83
2.09715e+06;0.179373;2455.23
4.1943e+06;0.440712;2093.76
8.38861e+06;0.953471;2023.53
1.67772e+07;1.98978;2023.61
3.35544e+07;4.07603;2058.03
6.71089e+07;8.65856;2015.15
