2;0.0690323;2.89719
4;0.129058;6.19876
8;0.194603;12.3328
16;0.354664;18.0453
32;0.0349034;45.8408
64;0.0422339;90.9222
128;0.0466251;192.171
256;0.0603799;339.186
512;0.00716211;643.386
1024;0.00877054;1167.55
2048;0.0282965;796.14
4096;0.0245975;1998.25
8192;0.00319923;3328.8
16384;0.00656213;3495.45
32768;0.0135416;3629.7
65536;0.0584919;1792.69
131072;0.0151446;1471.3
262144;0.039462;1195.73
524288;0.15556;640.363
1.04858e+06;0.0586298;3576.94
2.09715e+06;0.204592;2152.58
4.1943e+06;0.746963;1235.33
8.38861e+06;1.53561;1256.42
1.67772e+07;2.75877;1459.54
3.35544e+07;3.60781;2325.13
6.71089e+07;8.33125;2094.32
