2;0.0142585;14.0267
4;0.0351327;22.7708
8;0.0402527;59.6234
16;0.0547834;116.824
32;0.00726199;220.325
64;0.00956166;401.604
128;0.0128849;695.389
256;0.0191388;1070.08
512;0.00305622;1507.74
1024;0.00563383;1817.59
2048;0.0105082;2143.84
4096;0.0234057;2100
8192;0.00582698;1827.64
16384;0.0138465;1656.56
32768;0.0297197;1653.85
65536;0.0629804;1664.93
131072;0.0125513;1775.29
262144;0.0635418;742.596
524288;0.0579023;1720.39
1.04858e+06;0.222006;944.639
2.09715e+06;0.653141;674.283
4.1943e+06;0.926005;996.482
8.38861e+06;2.05371;939.459
1.67772e+07;4.31829;932.438
3.35544e+07;8.38381;1000.57
6.71089e+07;17.473;998.584
