2;0.0750346;2.66544
4;0.144527;5.53531
8;0.221376;10.8413
16;0.304991;20.9843
32;0.0382036;41.8809
64;0.0469017;81.8734
128;0.0573021;156.364
256;0.0685451;298.782
512;0.00805633;571.972
1024;0.00989144;1035.24
2048;0.0486208;463.341
4096;0.0730163;673.164
8192;0.00212225;5018.07
16384;0.00422729;5426.08
32768;0.0207728;2366.18
65536;0.0247331;4239.57
131072;0.00362389;6148.71
262144;0.00744712;6336.13
524288;0.0246708;4037.76
1.04858e+06;0.423082;495.684
2.09715e+06;0.307314;1433.07
4.1943e+06;0.217736;4237.91
8.38861e+06;1.46463;1317.32
1.67772e+07;1.60128;2514.58
3.35544e+07;2.45766;3413.25
6.71089e+07;6.58537;2649.55
