2;0.330297;0.605515
4;0.219248;3.64883
8;0.318993;7.52368
16;0.433931;14.7489
32;0.0544152;29.4035
64;0.242635;15.8262
128;0.078491;114.153
256;0.0926999;220.928
512;0.0104537;440.799
1024;0.0125778;814.134
2048;0.0151865;1483.42
4096;0.0217725;2257.53
8192;0.00291593;3652.21
16384;0.00511427;4485.02
32768;0.00835633;5882.01
65536;0.0170982;6132.68
131072;0.00317908;7009.02
262144;0.00707737;6667.16
524288;0.0451241;2207.57
1.04858e+06;0.580583;361.215
2.09715e+06;0.158807;2773.2
4.1943e+06;0.259024;3562.4
8.38861e+06;0.556744;3465.47
1.67772e+07;0.929162;4333.51
3.35544e+07;3.2497;2581.35
6.71089e+07;4.96734;3512.61
