2;0.074765;2.67505
4;0.153526;5.21086
8;0.251973;9.52482
16;0.353721;18.0934
32;0.0466558;34.2937
64;0.0549996;69.8187
128;0.0714656;125.375
256;0.100853;203.068
512;0.0135673;339.641
1024;0.0184227;555.837
2048;0.0258318;872.102
4096;0.0483427;1016.74
8192;0.00875276;1216.71
16384;0.0192056;1194.32
32768;0.0368919;1332.32
65536;0.0788133;1330.46
131072;0.0161324;1381.21
262144;0.0416319;1133.41
524288;0.0870337;1144.55
1.04858e+06;0.162875;1287.58
2.09715e+06;0.30035;1466.29
4.1943e+06;0.756848;1219.2
8.38861e+06;1.31737;1464.57
1.67772e+07;3.60156;1118
3.35544e+07;6.89743;1216.19
6.71089e+07;14.03;1243.65
