2;0.052625;3.80048
4;0.111497;7.17507
8;0.163523;14.6769
16;0.231674;27.625
32;0.0317185;50.4437
64;0.0399909;96.0219
128;0.0524549;170.813
256;0.0656079;312.157
512;0.00920812;500.428
1024;0.0149234;686.17
2048;0.025241;892.515
4096;0.0520999;943.419
8192;0.00943308;1128.96
16384;0.0200234;1145.54
32768;0.0402117;1222.33
65536;0.0901306;1163.4
131072;0.0177494;1255.38
262144;0.038677;1220
524288;0.0813797;1224.07
1.04858e+06;0.263011;797.364
2.09715e+06;0.490743;897.419
4.1943e+06;1.05238;876.817
8.38861e+06;1.96618;981.281
1.67772e+07;4.35747;924.052
3.35544e+07;10.7342;781.486
6.71089e+07;18.017;968.438
