2;0.0213317;9.37571
4;0.0361459;22.1325
8;0.0555365;43.2148
16;0.0792007;80.8073
32;0.0105644;151.451
64;0.015586;246.375
128;0.0234823;381.564
256;0.0396762;516.178
512;0.00749841;614.53
1024;0.0142406;719.073
2048;0.0275131;818.81
4096;0.0577618;850.943
8192;0.0101654;1047.63
16384;0.0214005;1071.83
32768;0.0430515;1141.7
65536;0.103669;1011.46
131072;0.0252907;881.045
262144;0.057064;826.895
524288;0.130776;761.722
1.04858e+06;0.292404;717.209
2.09715e+06;0.590415;745.92
4.1943e+06;1.27826;721.876
8.38861e+06;2.57556;749.11
1.67772e+07;5.45133;738.632
3.35544e+07;12.1066;692.897
6.71089e+07;26.9936;646.386
